<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<TICKVOL>;<VOL>;<SPREAD>
2003.12.05;20:00:00;1.21620;1.21880;1.21550;1.21880;1386;0;50
2003.12.08;00:00:00;1.21670;1.21770;1.21550;1.21600;1338;0;50
2003.12.08;04:00:00;1.21580;1.21740;1.21510;1.21670;1442;0;50
2003.12.08;08:00:00;1.21670;1.21970;1.21530;1.21930;1949;0;50
2003.12.08;12:00:00;1.21910;1.22410;1.21840;1.22130;2071;0;50
2003.12.08;16:00:00;1.22120;1.22370;1.22010;1.22320;2086;0;50
2003.12.08;20:00:00;1.22310;1.22420;1.22110;1.22300;1601;0;50
2003.12.09;00:00:00;1.22280;1.22340;1.22150;1.22260;1295;0;50
2003.12.09;04:00:00;1.22270;1.22410;1.22170;1.22360;1345;0;50
2003.12.09;08:00:00;1.22360;1.22760;1.22230;1.22590;1790;0;50
2003.12.09;12:00:00;1.22590;1.22780;1.22280;1.22390;2104;0;50
2003.12.09;16:00:00;1.22400;1.22480;1.21860;1.22230;2192;0;50
2003.12.09;20:00:00;1.22230;1.22690;1.22020;1.22490;1754;0;50
2003.12.10;00:00:00;1.22490;1.22590;1.22090;1.22200;1469;0;50
2003.12.10;04:00:00;1.22210;1.22290;1.21970;1.22010;1522;0;50
2003.12.10;08:00:00;1.22010;1.22270;1.21510;1.22180;2316;0;50
2003.12.10;12:00:00;1.22170;1.22680;1.22120;1.22560;2197;0;50
2003.12.10;16:00:00;1.22560;1.22600;1.21980;1.22120;2124;0;50
2003.12.10;20:00:00;1.22160;1.22290;1.22060;1.22130;1649;0;50
2003.12.11;00:00:00;1.22120;1.22160;1.21670;1.21990;1590;0;50
2003.12.11;04:00:00;1.21990;1.22080;1.21800;1.21950;1317;0;50
2003.12.11;08:00:00;1.21960;1.21980;1.21350;1.21570;2077;0;50
2003.12.11;12:00:00;1.21570;1.21900;1.21140;1.21380;2243;0;50
2003.12.11;16:00:00;1.21390;1.21740;1.21300;1.21550;2141;0;50
2003.12.11;20:00:00;1.21560;1.22370;1.21510;1.22260;1765;0;50
2003.12.12;00:00:00;1.22270;1.22370;1.22080;1.22150;1368;0;50
2003.12.12;04:00:00;1.22160;1.22360;1.22100;1.22260;1342;0;50
2003.12.12;08:00:00;1.22270;1.22580;1.22200;1.22370;1964;0;50
2003.12.12;12:00:00;1.22380;1.22770;1.22120;1.22690;2069;0;50
2003.12.12;16:00:00;1.22690;1.23050;1.22370;1.22930;2203;0;50
2003.12.12;20:00:00;1.22930;1.23090;1.22700;1.22760;1382;0;50
2003.12.15;00:00:00;1.21330;1.22100;1.21320;1.21960;1692;0;50
2003.12.15;04:00:00;1.21950;1.22420;1.21860;1.22350;1566;0;50
2003.12.15;08:00:00;1.22350;1.22410;1.22010;1.22200;1983;0;50
2003.12.15;12:00:00;1.22190;1.22960;1.21930;1.22870;2378;0;50
2003.12.15;16:00:00;1.22850;1.23260;1.22780;1.23000;2233;0;50
2003.12.15;20:00:00;1.23000;1.23270;1.22910;1.23150;1545;0;50
2003.12.16;00:00:00;1.23140;1.23280;1.23020;1.23140;1485;0;50
2003.12.16;04:00:00;1.23150;1.23570;1.23130;1.23330;1689;0;50
2003.12.16;08:00:00;1.23340;1.23650;1.23170;1.23510;2069;0;50
2003.12.16;12:00:00;1.23490;1.23560;1.23140;1.23340;2047;0;50
2003.12.16;16:00:00;1.23350;1.23500;1.23020;1.23250;2118;0;50
2003.12.16;20:00:00;1.23280;1.23430;1.23160;1.23330;1687;0;50
2003.12.17;00:00:00;1.23340;1.23390;1.23140;1.23300;1490;0;50
2003.12.17;04:00:00;1.23300;1.23380;1.23120;1.23220;1481;0;50
2003.12.17;08:00:00;1.23230;1.23510;1.22960;1.23290;2027;0;50
2003.12.17;12:00:00;1.23300;1.23850;1.23010;1.23690;2219;0;50
2003.12.17;16:00:00;1.23700;1.24240;1.23660;1.24110;2130;0;50
2003.12.17;20:00:00;1.24130;1.24190;1.23920;1.24040;1583;0;50
2003.12.18;00:00:00;1.24000;1.24080;1.23840;1.24010;1352;0;50
2003.12.18;04:00:00;1.23990;1.24190;1.23940;1.24030;1420;0;50
2003.12.18;08:00:00;1.24040;1.24390;1.23950;1.24160;2018;0;50
2003.12.18;12:00:00;1.24180;1.24290;1.23590;1.23650;2243;0;50
2003.12.18;16:00:00;1.23660;1.24250;1.23600;1.24130;2157;0;50
2003.12.18;20:00:00;1.24120;1.24430;1.24070;1.24230;1811;0;50
2003.12.19;00:00:00;1.24210;1.24320;1.24050;1.24120;1279;0;50
2003.12.19;04:00:00;1.24120;1.24300;1.24050;1.24220;1306;0;50
2003.12.19;08:00:00;1.24210;1.24350;1.24010;1.24040;1800;0;50
2003.12.19;12:00:00;1.24050;1.24320;1.24000;1.24150;1891;0;50
2003.12.19;16:00:00;1.24130;1.24180;1.23440;1.23970;2198;0;50
2003.12.19;20:00:00;1.23950;1.24060;1.23650;1.23820;1406;0;50
2003.12.22;00:00:00;1.23820;1.23900;1.23500;1.23810;1322;0;50
2003.12.22;04:00:00;1.23820;1.24100;1.23790;1.23990;1406;0;50
2003.12.22;08:00:00;1.23980;1.24490;1.23760;1.24390;1949;0;50
2003.12.22;12:00:00;1.24420;1.24430;1.24190;1.24320;1768;0;50
2003.12.22;16:00:00;1.24290;1.24450;1.24000;1.24150;1977;0;50
2003.12.22;20:00:00;1.24140;1.24290;1.23830;1.24080;1673;0;50
2003.12.23;00:00:00;1.24040;1.24110;1.23880;1.24060;1222;0;50
2003.12.23;04:00:00;1.24070;1.24110;1.23950;1.24060;1116;0;50
2003.12.23;08:00:00;1.24050;1.24300;1.23930;1.24000;1854;0;50
2003.12.23;12:00:00;1.23990;1.24150;1.23850;1.23950;1941;0;50
2003.12.23;16:00:00;1.23940;1.24260;1.23880;1.23970;1970;0;50
2003.12.23;20:00:00;1.23990;1.24070;1.23840;1.24050;1339;0;50
2003.12.24;00:00:00;1.24070;1.24170;1.23950;1.24030;1307;0;50
2003.12.24;04:00:00;1.24030;1.24170;1.24000;1.24090;1220;0;50
2003.12.24;08:00:00;1.24080;1.24190;1.23990;1.24130;1692;0;50
2003.12.24;12:00:00;1.24120;1.24350;1.24010;1.24320;1908;0;50
2003.12.24;16:00:00;1.24320;1.24730;1.24300;1.24530;1851;0;50
2003.12.24;20:00:00;1.24560;1.24600;1.24400;1.24480;792;0;50
2003.12.25;00:00:00;1.24490;1.24640;1.24430;1.24510;833;0;50
2003.12.25;04:00:00;1.24510;1.24610;1.24470;1.24530;799;0;50
2003.12.25;08:00:00;1.24520;1.24620;1.24410;1.24490;959;0;50
2003.12.25;12:00:00;1.24480;1.24640;1.24410;1.24510;479;0;50
2003.12.25;16:00:00;1.24490;1.24550;1.24450;1.24520;329;0;50
2003.12.25;20:00:00;1.24530;1.24560;1.24370;1.24490;272;0;50
2003.12.26;00:00:00;1.24500;1.24640;1.24440;1.24590;828;0;50
2003.12.26;04:00:00;1.24600;1.24720;1.24500;1.24570;1182;0;50
2003.12.26;08:00:00;1.24570;1.24700;1.24380;1.24480;1256;0;50
2003.12.26;12:00:00;1.24490;1.24650;1.24440;1.24550;1325;0;50
2003.12.26;16:00:00;1.24540;1.24600;1.24260;1.24350;1414;0;50
2003.12.26;20:00:00;1.24350;1.24380;1.24210;1.24220;707;0;50
2003.12.29;00:00:00;1.24330;1.24430;1.24260;1.24430;1097;0;50
2003.12.29;04:00:00;1.24430;1.24650;1.24360;1.24550;1333;0;50
2003.12.29;08:00:00;1.24540;1.24920;1.24420;1.24850;1818;0;50
2003.12.29;12:00:00;1.24860;1.25120;1.24750;1.24840;1881;0;50
2003.12.29;16:00:00;1.24830;1.25040;1.24780;1.24940;1827;0;50
2003.12.29;20:00:00;1.24940;1.25000;1.24760;1.24920;1421;0;50
2003.12.30;00:00:00;1.24920;1.24960;1.24780;1.24920;1165;0;50
2003.12.30;04:00:00;1.24900;1.25090;1.24880;1.24990;1449;0;50
2003.12.30;08:00:00;1.25000;1.25110;1.24880;1.24970;1742;0;50
2003.12.30;12:00:00;1.24970;1.25230;1.24890;1.25060;1828;0;50
2003.12.30;16:00:00;1.25050;1.25530;1.25030;1.25440;1856;0;50
2003.12.30;20:00:00;1.25430;1.25650;1.25400;1.25490;1355;0;50
2003.12.31;00:00:00;1.25500;1.25790;1.25430;1.25740;1247;0;50
2003.12.31;04:00:00;1.25760;1.25990;1.25610;1.25660;1341;0;50
2003.12.31;08:00:00;1.25700;1.26220;1.25610;1.26100;1867;0;50
2003.12.31;12:00:00;1.26110;1.26490;1.25970;1.26220;1935;0;50
2003.12.31;16:00:00;1.26190;1.26250;1.25120;1.25710;1905;0;50
2003.12.31;20:00:00;1.25700;1.26010;1.25690;1.25880;794;0;50
2004.01.01;00:00:00;1.25920;1.25970;1.25900;1.25970;9;0;40
2004.01.01;04:00:00;1.25960;1.25990;1.25810;1.25970;75;0;40
2004.01.01;08:00:00;1.25990;1.25990;1.25870;1.25970;49;0;40
2004.01.01;12:00:00;1.25990;1.26060;1.25830;1.25960;30;0;40
2004.01.01;16:00:00;1.25990;1.26060;1.25380;1.25440;228;0;40
2004.01.01;20:00:00;1.25450;1.25670;1.25330;1.25650;733;0;40
2004.01.02;00:00:00;1.25700;1.25980;1.25230;1.25270;1398;0;40
2004.01.02;04:00:00;1.25300;1.25760;1.25280;1.25720;1440;0;40
2004.01.02;08:00:00;1.25730;1.26310;1.25550;1.26200;1980;0;40
2004.01.02;12:00:00;1.26190;1.26250;1.25720;1.26150;1977;0;40
2004.01.02;16:00:00;1.26170;1.26180;1.25630;1.25940;1875;0;40
2004.01.02;20:00:00;1.25960;1.26020;1.25800;1.25960;1082;0;40
2004.01.05;00:00:00;1.26090;1.26740;1.26080;1.26550;1728;0;40
2004.01.05;04:00:00;1.26540;1.26730;1.26510;1.26660;1553;0;40
2004.01.05;08:00:00;1.26660;1.26980;1.26320;1.26690;2097;0;40
2004.01.05;12:00:00;1.26660;1.26920;1.26420;1.26700;2137;0;40
2004.01.05;16:00:00;1.26680;1.26900;1.26510;1.26670;1978;0;40
2004.01.05;20:00:00;1.26680;1.26910;1.26530;1.26770;1550;0;40
2004.01.06;00:00:00;1.26770;1.26930;1.26670;1.26860;1493;0;40
2004.01.06;04:00:00;1.26820;1.27150;1.26730;1.27040;1363;0;40
2004.01.06;08:00:00;1.27080;1.27590;1.26970;1.27470;2038;0;40
2004.01.06;12:00:00;1.27460;1.28140;1.27410;1.27710;2241;0;40
2004.01.06;16:00:00;1.27700;1.27960;1.27400;1.27660;2093;0;40
2004.01.06;20:00:00;1.27640;1.27740;1.27230;1.27280;1589;0;40
2004.01.07;00:00:00;1.27270;1.27380;1.26870;1.27080;1542;0;40
2004.01.07;04:00:00;1.27080;1.27340;1.27040;1.27240;1432;0;40
2004.01.07;08:00:00;1.27250;1.27470;1.26480;1.26690;2153;0;40
2004.01.07;12:00:00;1.26670;1.27060;1.26570;1.26830;2052;0;40
2004.01.07;16:00:00;1.26840;1.27000;1.26520;1.26540;1998;0;40
2004.01.07;20:00:00;1.26540;1.26630;1.26210;1.26280;1819;0;40
2004.01.08;00:00:00;1.26320;1.26590;1.25820;1.25900;1862;0;40
2004.01.08;04:00:00;1.25900;1.26180;1.25800;1.26120;1573;0;40
2004.01.08;08:00:00;1.26130;1.26170;1.25600;1.25840;2023;0;40
2004.01.08;12:00:00;1.25830;1.27510;1.25710;1.27260;2314;0;40
2004.01.08;16:00:00;1.27240;1.27860;1.27070;1.27600;2126;0;40
2004.01.08;20:00:00;1.27590;1.27800;1.27470;1.27760;1564;0;40
2004.01.09;00:00:00;1.27780;1.27880;1.27560;1.27630;1364;0;40
2004.01.09;04:00:00;1.27620;1.27700;1.27110;1.27360;1553;0;40
2004.01.09;08:00:00;1.27330;1.27560;1.27030;1.27450;2203;0;40
2004.01.09;12:00:00;1.27470;1.28540;1.27260;1.28340;2483;0;40
2004.01.09;16:00:00;1.28270;1.28700;1.28110;1.28430;2103;0;40
2004.01.09;20:00:00;1.28450;1.28530;1.28130;1.28200;1409;0;40
2004.01.12;00:00:00;1.28420;1.28590;1.28270;1.28380;1323;0;40
2004.01.12;04:00:00;1.28380;1.28540;1.28330;1.28450;1240;0;40
2004.01.12;08:00:00;1.28460;1.29010;1.28370;1.28780;2165;0;40
2004.01.12;12:00:00;1.28750;1.28820;1.27660;1.28030;2312;0;40
2004.01.12;16:00:00;1.28020;1.28180;1.27550;1.27550;2175;0;40
2004.01.12;20:00:00;1.27560;1.27710;1.27350;1.27380;1773;0;40
2004.01.13;00:00:00;1.27400;1.27650;1.27150;1.27550;1701;0;40
2004.01.13;04:00:00;1.27560;1.27730;1.27490;1.27600;1612;0;40
2004.01.13;08:00:00;1.27590;1.28000;1.27320;1.27460;2094;0;40
2004.01.13;12:00:00;1.27460;1.27840;1.27190;1.27730;2258;0;40
2004.01.13;16:00:00;1.27730;1.27930;1.27120;1.27520;2218;0;40
2004.01.13;20:00:00;1.27520;1.27790;1.27330;1.27710;1780;0;40
2004.01.14;00:00:00;1.27660;1.27910;1.27310;1.27370;1613;0;40
2004.01.14;04:00:00;1.27420;1.27480;1.27180;1.27240;1610;0;40
2004.01.14;08:00:00;1.27270;1.27440;1.26490;1.26640;2207;0;40
2004.01.14;12:00:00;1.26630;1.27020;1.26280;1.26740;2366;0;40
2004.01.14;16:00:00;1.26750;1.27340;1.26540;1.26850;2317;0;40
2004.01.14;20:00:00;1.26850;1.26900;1.26410;1.26470;1585;0;40
2004.01.15;00:00:00;1.26470;1.26700;1.26360;1.26580;1572;0;40
2004.01.15;04:00:00;1.26590;1.26740;1.26440;1.26650;1507;0;40
2004.01.15;08:00:00;1.26640;1.26730;1.26050;1.26570;2255;0;40
2004.01.15;12:00:00;1.26560;1.26580;1.25990;1.26150;2135;0;40
2004.01.15;16:00:00;1.26140;1.26290;1.25680;1.25730;2237;0;40
2004.01.15;20:00:00;1.25720;1.25960;1.25600;1.25910;1842;0;40
2004.01.16;00:00:00;1.25910;1.26110;1.25820;1.25930;1619;0;40
2004.01.16;04:00:00;1.25920;1.26010;1.25750;1.25910;1393;0;40
2004.01.16;08:00:00;1.25900;1.25920;1.24840;1.25110;2347;0;40
2004.01.16;12:00:00;1.25120;1.25180;1.24120;1.24340;2321;0;40
2004.01.16;16:00:00;1.24350;1.24470;1.23510;1.23740;2334;0;40
2004.01.16;20:00:00;1.23730;1.24050;1.23640;1.23950;1383;0;40
2004.01.19;00:00:00;1.23830;1.24050;1.23610;1.23720;1688;0;40
2004.01.19;04:00:00;1.23700;1.24120;1.23650;1.24080;1589;0;40
2004.01.19;08:00:00;1.24090;1.24270;1.23330;1.23670;2144;0;40
2004.01.19;12:00:00;1.23680;1.24150;1.23500;1.23760;2025;0;40
2004.01.19;16:00:00;1.23770;1.23900;1.23510;1.23650;1872;0;40
2004.01.19;20:00:00;1.23620;1.23690;1.23450;1.23600;1278;0;40
2004.01.20;00:00:00;1.23560;1.23850;1.23450;1.23680;1510;0;40
2004.01.20;04:00:00;1.23700;1.24040;1.23660;1.23890;1659;0;40
2004.01.20;08:00:00;1.23890;1.24940;1.23820;1.24430;2238;0;40
2004.01.20;12:00:00;1.24420;1.25470;1.24330;1.25350;2306;0;40
2004.01.20;16:00:00;1.25340;1.25990;1.25300;1.25760;2106;0;40
2004.01.20;20:00:00;1.25760;1.26010;1.25610;1.25990;1586;0;40
2004.01.21;00:00:00;1.26010;1.26020;1.25620;1.25700;1584;0;40
2004.01.21;04:00:00;1.25690;1.26310;1.25480;1.26080;1801;0;40
2004.01.21;08:00:00;1.26080;1.26750;1.25830;1.26300;2262;0;40
2004.01.21;12:00:00;1.26290;1.26420;1.25760;1.25830;2335;0;40
2004.01.21;16:00:00;1.25850;1.26550;1.25760;1.26420;2107;0;40
2004.01.21;20:00:00;1.26410;1.26530;1.26210;1.26390;1582;0;40
2004.01.22;00:00:00;1.26430;1.26850;1.26370;1.26660;1361;0;40
2004.01.22;04:00:00;1.26650;1.26860;1.26570;1.26710;1452;0;40
2004.01.22;08:00:00;1.26720;1.27520;1.26330;1.27360;2324;0;40
2004.01.22;12:00:00;1.27370;1.27420;1.26590;1.26950;2345;0;40
2004.01.22;16:00:00;1.26900;1.27260;1.26750;1.27080;2109;0;40
2004.01.22;20:00:00;1.27060;1.27420;1.26980;1.27300;1616;0;40
2004.01.23;00:00:00;1.27310;1.27380;1.27030;1.27190;1422;0;40
2004.01.23;04:00:00;1.27170;1.27280;1.27000;1.27250;1458;0;40
2004.01.23;08:00:00;1.27230;1.27790;1.27110;1.27610;2195;0;40
2004.01.23;12:00:00;1.27610;1.27660;1.26610;1.26930;2348;0;40
2004.01.23;16:00:00;1.26950;1.27040;1.25620;1.25870;2245;0;40
2004.01.23;20:00:00;1.25870;1.26050;1.25760;1.25860;1227;0;40
2004.01.26;00:00:00;1.25800;1.25950;1.25610;1.25770;1418;0;40
2004.01.26;04:00:00;1.25770;1.25920;1.25630;1.25720;1550;0;40
2004.01.26;08:00:00;1.25730;1.26080;1.25260;1.25780;2320;0;40
2004.01.26;12:00:00;1.25780;1.26170;1.25470;1.25870;2448;0;40
2004.01.26;16:00:00;1.25860;1.25950;1.24780;1.24820;2203;0;40
2004.01.26;20:00:00;1.24820;1.24950;1.24560;1.24700;1723;0;40
2004.01.27;00:00:00;1.24690;1.24920;1.24550;1.24620;1709;0;40
2004.01.27;04:00:00;1.24630;1.24780;1.24510;1.24600;1540;0;40
2004.01.27;08:00:00;1.24590;1.24930;1.24370;1.24840;2291;0;40
2004.01.27;12:00:00;1.24840;1.25780;1.24770;1.25640;2272;0;40
2004.01.27;16:00:00;1.25610;1.26550;1.25520;1.26320;2193;0;40
2004.01.27;20:00:00;1.26300;1.26650;1.26220;1.26430;1709;0;40
2004.01.28;00:00:00;1.26430;1.26480;1.26130;1.26190;1616;0;40
2004.01.28;04:00:00;1.26190;1.26360;1.25790;1.25980;1813;0;40
2004.01.28;08:00:00;1.25990;1.26450;1.25900;1.26050;2313;0;40
2004.01.28;12:00:00;1.26040;1.26210;1.25440;1.25880;2292;0;40
2004.01.28;16:00:00;1.25890;1.26460;1.25490;1.26350;2119;0;40
2004.01.28;20:00:00;1.26350;1.26440;1.24100;1.24300;2606;0;40
2004.01.29;00:00:00;1.24220;1.25060;1.24190;1.24710;1805;0;40
2004.01.29;04:00:00;1.24730;1.24910;1.24490;1.24800;1718;0;40
2004.01.29;08:00:00;1.24800;1.25320;1.24680;1.25060;2213;0;40
2004.01.29;12:00:00;1.25070;1.25220;1.24160;1.24590;2223;0;40
2004.01.29;16:00:00;1.24570;1.24640;1.23620;1.23930;2339;0;40
2004.01.29;20:00:00;1.23930;1.24210;1.23760;1.24070;1813;0;40
2004.01.30;00:00:00;1.24080;1.24210;1.23920;1.24080;1627;0;40
2004.01.30;04:00:00;1.24090;1.24220;1.23810;1.24090;1638;0;40
2004.01.30;08:00:00;1.24100;1.24350;1.23500;1.24020;2360;0;40
2004.01.30;12:00:00;1.24000;1.24950;1.23760;1.24070;2420;0;40
2004.01.30;16:00:00;1.24100;1.24880;1.23640;1.24710;2497;0;40
2004.01.30;20:00:00;1.24730;1.24850;1.24470;1.24670;1349;0;40
2004.02.02;00:00:00;1.24810;1.24910;1.24580;1.24680;1344;0;40
2004.02.02;04:00:00;1.24680;1.24740;1.24420;1.24550;1396;0;40
2004.02.02;08:00:00;1.24550;1.24820;1.24380;1.24510;1980;0;40
2004.02.02;12:00:00;1.24530;1.24780;1.24380;1.24540;2032;0;40
2004.02.02;16:00:00;1.24540;1.24680;1.23910;1.24110;2069;0;40
2004.02.02;20:00:00;1.24120;1.24470;1.23970;1.24410;1519;0;40
2004.02.03;00:00:00;1.24420;1.24660;1.24160;1.24570;1716;0;40
2004.02.03;04:00:00;1.24570;1.24950;1.24490;1.24890;1554;0;40
2004.02.03;08:00:00;1.24860;1.25710;1.24850;1.25680;2191;0;40
2004.02.03;12:00:00;1.25720;1.26010;1.25390;1.25640;2275;0;40
2004.02.03;16:00:00;1.25640;1.25800;1.25230;1.25280;2271;0;40
2004.02.03;20:00:00;1.25290;1.25560;1.25250;1.25460;1795;0;40
2004.02.04;00:00:00;1.25480;1.25580;1.25080;1.25140;1834;0;40
2004.02.04;04:00:00;1.25130;1.25550;1.25080;1.25510;1926;0;40
2004.02.04;08:00:00;1.25520;1.25650;1.25180;1.25500;2275;0;40
2004.02.04;12:00:00;1.25460;1.25550;1.25010;1.25170;2118;0;40
2004.02.04;16:00:00;1.25160;1.25610;1.24900;1.25480;2260;0;40
2004.02.04;20:00:00;1.25460;1.25560;1.25250;1.25380;1771;0;40
2004.02.05;00:00:00;1.25380;1.25480;1.25270;1.25330;1629;0;40
2004.02.05;04:00:00;1.25350;1.25440;1.25200;1.25420;1727;0;40
2004.02.05;08:00:00;1.25410;1.25970;1.25320;1.25830;2288;0;40
2004.02.05;12:00:00;1.25820;1.26280;1.25650;1.26200;2438;0;40
2004.02.05;16:00:00;1.26210;1.26400;1.25510;1.25640;2274;0;40
2004.02.05;20:00:00;1.25670;1.25670;1.25330;1.25570;1643;0;40
2004.02.06;00:00:00;1.25560;1.25740;1.25420;1.25450;1716;0;40
2004.02.06;04:00:00;1.25460;1.25660;1.25340;1.25450;1602;0;40
2004.02.06;08:00:00;1.25450;1.25690;1.25120;1.25280;2202;0;40
2004.02.06;12:00:00;1.25290;1.27140;1.25120;1.27120;2532;0;40
2004.02.06;16:00:00;1.27120;1.27270;1.26840;1.26960;2218;0;40
2004.02.06;20:00:00;1.26950;1.27120;1.26900;1.27050;1519;0;40
2004.02.09;00:00:00;1.26190;1.27290;1.26060;1.27170;1867;0;40
2004.02.09;04:00:00;1.27170;1.27620;1.27060;1.27450;1881;0;40
2004.02.09;08:00:00;1.27440;1.27640;1.27110;1.27370;2300;0;40
2004.02.09;12:00:00;1.27390;1.27530;1.26960;1.27070;2307;0;40
2004.02.09;16:00:00;1.27050;1.27210;1.26510;1.26850;2259;0;40
2004.02.09;20:00:00;1.26860;1.27050;1.26690;1.26950;1844;0;40
2004.02.10;00:00:00;1.27000;1.27290;1.26830;1.27210;1887;0;40
2004.02.10;04:00:00;1.27200;1.27560;1.27170;1.27480;2024;0;40
2004.02.10;08:00:00;1.27510;1.27910;1.27290;1.27580;2299;0;40
2004.02.10;12:00:00;1.27590;1.27790;1.27240;1.27330;2420;0;40
2004.02.10;16:00:00;1.27360;1.27410;1.26810;1.27040;2403;0;40
2004.02.10;20:00:00;1.27050;1.27200;1.26670;1.26840;1997;0;40
2004.02.11;00:00:00;1.26850;1.27150;1.26670;1.26940;1754;0;40
2004.02.11;04:00:00;1.26930;1.27150;1.26850;1.27030;1730;0;40
2004.02.11;08:00:00;1.27020;1.27070;1.26470;1.26890;2358;0;40
2004.02.11;12:00:00;1.26890;1.26940;1.26600;1.26800;2294;0;40
2004.02.11;16:00:00;1.26780;1.28410;1.26580;1.28110;2620;0;40
2004.02.11;20:00:00;1.28100;1.28490;1.28040;1.28440;1963;0;40
2004.02.12;00:00:00;1.28440;1.28480;1.28120;1.28300;1895;0;40
2004.02.12;04:00:00;1.28280;1.28480;1.28220;1.28300;1885;0;40
2004.02.12;08:00:00;1.28300;1.28390;1.27970;1.28210;2304;0;40
2004.02.12;12:00:00;1.28220;1.28390;1.27860;1.28050;2352;0;40
2004.02.12;16:00:00;1.28050;1.28340;1.27950;1.28070;2189;0;40
2004.02.12;20:00:00;1.28060;1.28230;1.27900;1.28170;1748;0;40
2004.02.13;00:00:00;1.28190;1.28280;1.27920;1.28000;1498;0;40
2004.02.13;04:00:00;1.28020;1.28390;1.27990;1.28260;1653;0;40
2004.02.13;08:00:00;1.28240;1.28320;1.27930;1.28280;2201;0;40
2004.02.13;12:00:00;1.28270;1.28940;1.28100;1.28780;2475;0;40
2004.02.13;16:00:00;1.28730;1.28810;1.27150;1.27460;2525;0;40
2004.02.13;20:00:00;1.27450;1.27520;1.27250;1.27330;1304;0;40
2004.02.16;00:00:00;1.27280;1.27440;1.27180;1.27300;1496;0;40
2004.02.16;04:00:00;1.27300;1.27430;1.27220;1.27360;1554;0;40
2004.02.16;08:00:00;1.27370;1.27700;1.27310;1.27490;1901;0;40
2004.02.16;12:00:00;1.27490;1.27890;1.27380;1.27790;2076;0;40
2004.02.16;16:00:00;1.27780;1.27930;1.27630;1.27700;1753;0;40
2004.02.16;20:00:00;1.27700;1.27820;1.27630;1.27650;1182;0;40
2004.02.17;00:00:00;1.27710;1.27890;1.27550;1.27790;1496;0;40
2004.02.17;04:00:00;1.27790;1.27880;1.27600;1.27680;1433;0;40
2004.02.17;08:00:00;1.27680;1.28690;1.27650;1.28660;1962;0;40
2004.02.17;12:00:00;1.28660;1.28780;1.28160;1.28430;1970;0;40
2004.02.17;16:00:00;1.28450;1.28650;1.28040;1.28430;1861;0;40
2004.02.17;20:00:00;1.28440;1.28620;1.28300;1.28540;1421;0;40
2004.02.18;00:00:00;1.28550;1.28800;1.28370;1.28520;1430;0;40
2004.02.18;04:00:00;1.28520;1.29230;1.28460;1.29120;1413;0;40
2004.02.18;08:00:00;1.29120;1.29300;1.28770;1.28880;1998;0;40
2004.02.18;12:00:00;1.28890;1.28960;1.28190;1.28560;2073;0;40
2004.02.18;16:00:00;1.28540;1.28650;1.27290;1.27370;2248;0;40
2004.02.18;20:00:00;1.27370;1.27440;1.26600;1.27080;1868;0;40
2004.02.19;00:00:00;1.27000;1.27340;1.26800;1.27120;1524;0;40
2004.02.19;04:00:00;1.27140;1.27380;1.27010;1.27160;1458;0;40
2004.02.19;08:00:00;1.27160;1.27310;1.26810;1.27120;1980;0;40
